[9, 0, 2, 8, 1, 6, 5, 3, 7, 4], 3489050.0, 2991410.0, 0.0660297937998, 1
[5, 1, 3, 2, 0, 6, 7, 9, 8, 4], 2007808.0, 4640018.0, 0.0647404541087, 1
[9, 0, 3, 8, 1, 5, 2, 7, 6, 4], 2638066.0, 3668026.0, 0.0643502299114, 1
[9, 6, 7, 8, 5, 3, 1, 0, 2, 4], 4015088.0, 2572208.0, 0.0603550328214, 1
[5, 0, 3, 6, 1, 2, 8, 9, 7, 4], 2014886.0, 4478284.0, 0.0549705075148, 1
[9, 0, 7, 8, 1, 3, 5, 6, 2, 4], 3484066.0, 3026876.0, 0.0521676899511, 1
[5, 0, 3, 2, 1, 6, 7, 9, 8, 4], 2008988.0, 4593588.0, 0.0497565929617, 1
[9, 0, 2, 8, 1, 6, 5, 3, 7, 4], 3489050.0, 2991410.0, 0.0482331520662, 1
[9, 0, 3, 8, 1, 2, 5, 6, 7, 4], 3195872.0, 3332586.0, 0.0475691791292, 1
[3, 0, 6, 9, 1, 5, 2, 8, 7, 4], 2295602.0, 4204590.0, 0.0474243571031, 1
[9, 0, 6, 8, 1, 3, 5, 2, 7, 4], 3222934.0, 3314430.0, 0.0436516008587, 1
[9, 0, 6, 8, 1, 3, 5, 2, 7, 4], 3222934.0, 3314430.0, 0.0434824060659, 1
[9, 0, 5, 8, 1, 3, 2, 7, 6, 4], 2713418.0, 3594886.0, 0.0416230762604, 1
[5, 1, 3, 6, 0, 9, 2, 7, 8, 4], 2273284.0, 4294700.0, 0.040587983493, 1
[9, 0, 3, 8, 1, 5, 2, 7, 6, 4], 2638066.0, 3668026.0, 0.0405001340118, 1
[5, 0, 3, 6, 1, 2, 8, 9, 7, 4], 2014886.0, 4478284.0, 0.0322953167677, 1
[3, 0, 5, 6, 1, 2, 8, 9, 7, 4], 2071430.0, 4375004.0, 0.0231781070232, 1
[5, 0, 3, 6, 1, 9, 2, 7, 8, 4], 2274450.0, 4254938.0, 0.019582183811, 1
[5, 0, 3, 6, 1, 9, 2, 7, 8, 4], 2274450.0, 4254938.0, 0.0150965198107, 1
[9, 1, 2, 8, 0, 6, 5, 3, 7, 4], 3489014.0, 3003094.0, 0.0122102878741, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
[5, 0, 3, 6, 1, 2, 8, 9, 7, 4], 2014886.0, 4478284.0, 0.0, 1
[3, 0, 5, 6, 1, 2, 8, 9, 7, 4], 2071430.0, 4375004.0, 0.0, 1
[9, 0, 3, 8, 1, 5, 2, 7, 6, 4], 2638066.0, 3668026.0, 0.0, 1
[9, 0, 2, 8, 1, 6, 5, 3, 7, 4], 3489050.0, 2991410.0, 0.0, 1
[9, 0, 2, 8, 1, 6, 5, 3, 7, 4], 3489050.0, 2991410.0, 0.0, 1
[9, 0, 2, 8, 1, 6, 5, 3, 7, 4], 3489050.0, 2991410.0, 0.0, 1
[9, 0, 2, 8, 1, 6, 5, 3, 7, 4], 3489050.0, 2991410.0, 0.0, 1
[9, 0, 2, 8, 1, 3, 5, 6, 7, 4], 3654466.0, 2825750.0, 0.0, 1
[9, 0, 2, 8, 1, 3, 5, 6, 7, 4], 3654466.0, 2825750.0, 0.0, 1
[9, 0, 2, 8, 1, 3, 5, 6, 7, 4], 3654466.0, 2825750.0, 0.0, 1
[9, 6, 7, 8, 5, 3, 1, 0, 2, 4], 4015088.0, 2572208.0, 0.0, 1
[5, 0, 3, 4, 1, 6, 2, 8, 7, 9], 1666856.0, 5848128.0, 0.0, 1
